id,resturants
703745,129.1
707396,443.83
707736,326.83
708374,94.0
710284,474.25
711635,257.79999999999995
719914,69.42999999999999
720394,117.39999999999998
721719,152.5
721762,145.48
722451,386.5
723507,205.15
723523,211.0
723560,174.73
723709,88.14999999999999
725270,415.75
728493,58.89999999999999
728498,70.6
728764,94.0
729841,211.0
731293,211.0
731316,140.79999999999998
732624,53.05
732700,101.02
735677,268.33
735890,117.39999999999998
737075,64.75
739239,177.07
740947,117.39999999999998
741797,280.03
741806,90.49
742779,123.25
744220,123.25
744228,152.5
745037,175.89999999999998
746983,70.6
747029,158.35
747159,117.39999999999998
747605,186.43
752289,211.0
753399,562.0
753983,70.6
755684,195.79
756892,123.25
758782,132.61
763965,35.5
766814,88.14999999999999
767967,99.85
769175,53.05
769279,94.0
770514,205.15
772362,170.04999999999998
772679,117.39999999999998
773993,76.44999999999999
774899,386.5
775238,46.03
775280,304.6
778495,117.39999999999998
779561,140.79999999999998
779838,211.0
782554,198.13
783202,199.3
783341,57.72999999999999
784169,164.2
785166,234.4
785508,76.44999999999999
785978,134.95
786685,240.25
786727,94.0
788035,88.14999999999999
788106,140.79999999999998
789476,88.14999999999999
789559,322.15
789686,70.6
790767,269.5
792142,152.5
792835,163.03
793951,68.25999999999999
794156,222.7
794472,386.5
794496,53.05
794535,240.25
795198,64.75
795680,99.85
796370,152.5
797972,129.1
798128,181.75
798429,111.54999999999998
799484,112.72
799829,201.64
801281,161.86
802498,76.44999999999999
802677,179.41
803778,521.05
804246,205.15
804815,19.12
808313,211.0
808476,76.44999999999999
808705,139.63
808851,88.14999999999999
811198,385.33
811238,170.04999999999998
811347,257.79999999999995
812938,92.83
813793,240.25
814327,71.77
814616,209.83
815045,374.8
815465,134.95
816888,94.0
818084,316.29999999999995
818314,17.949999999999996
818451,152.5
818481,47.19999999999999
818518,47.19999999999999
819206,29.65
819893,47.19999999999999
820218,118.57
823520,186.43
823618,70.6
825486,134.95
826388,57.72999999999999
826764,53.05
828553,129.1
829935,129.1
830949,69.42999999999999
831911,151.32999999999998
832596,269.5
832772,181.75
833519,23.8
834190,92.83
836578,257.79999999999995
837256,304.6
837282,251.95
837430,129.1
839058,291.73
839539,70.6
840594,445.0
841211,1145.83
841484,181.75
842494,152.5
842973,181.75
843036,70.6
845362,269.5
846275,146.64999999999998
846829,88.14999999999999
846854,328.0
846871,130.26999999999998
848174,199.3
848220,164.2
848853,53.05
849567,70.6
850198,205.15
850712,117.39999999999998
851130,94.0
851772,171.22
851784,92.83
852949,205.15
854033,94.0
855206,92.83
855462,82.3
855549,79.96
855919,123.25
857696,36.67
858223,211.0
859596,94.0
860163,123.25
866890,53.05
869522,53.05
872035,94.0
872210,211.0
876355,103.36
880256,170.04999999999998
882559,105.7
887355,562.0
891117,34.33
892463,152.5
893413,777.0000000000001
893853,181.75
895368,94.0
895386,175.89999999999998
898669,152.5
903947,34.33
903972,34.33
906038,175.89999999999998
906058,99.85
908046,94.0
908923,94.0
910976,164.2
916311,187.6
917058,240.25
919830,123.25
919978,443.83
923566,211.0
924719,209.83
925137,122.07999999999998
925240,322.15
925730,164.2
927987,246.1
931642,115.06
936218,41.35
939657,140.79999999999998
944183,211.0
945297,94.0
947810,35.5
951944,251.95
953275,123.25
953951,269.5
959478,78.78999999999999
959948,205.15
966104,64.75
971158,94.0
971247,199.3
975229,163.03
975965,83.47
977870,174.73
978062,268.33
980098,209.83
981410,175.89999999999998
986727,170.04999999999998
990367,175.89999999999998
990529,385.33
992508,53.05
992598,468.4
993514,200.47
993575,195.79
993576,178.23999999999998
995169,1088.5
995215,92.83
995469,47.19999999999999
998887,129.1
999977,322.15
999984,328.0
1001447,42.52
1002469,200.47
1003530,134.95
1005416,64.75
1005763,92.83
1016352,620.5
1022204,105.7
1023529,37.84
1024135,99.85
1025847,170.04999999999998
1027808,560.8299999999999
1028263,47.19999999999999
1029482,88.14999999999999
1032127,298.75
1032610,129.1
1036734,94.0
1039435,234.4
1040156,560.8299999999999
1041996,29.65
1043046,164.2
1044502,205.15
1049224,199.3
1051575,88.14999999999999
1054201,117.39999999999998
1055029,26.14
1057022,163.03
1059891,152.5
1060019,209.83
1063020,105.7
1066769,117.39999999999998
1067251,439.15
1069266,146.64999999999998
1072212,35.5
1072481,58.89999999999999
1074155,44.86
1077176,130.26999999999998
1077179,269.5
1080766,193.45
1080839,152.5
1087215,328.0
1089619,23.8
1091840,64.75
1096511,76.44999999999999
1099244,211.0
1100753,181.75
1102942,257.79999999999995
1105845,164.2
1106284,269.5
1112407,161.86
1112484,76.44999999999999
1113125,221.53
1118031,81.13
1123737,29.65
1123960,58.89999999999999
1124012,123.25
1127140,31.989999999999995
1129483,209.83
1130138,105.7
1131804,132.61
1132409,69.42999999999999
1132907,211.0
1133296,181.75
1136399,211.0
1137270,134.95
1138455,186.43
1139851,82.3
1142034,111.54999999999998
1145337,104.53
1146653,267.0
1147507,854.5
1148978,33.16
1150594,127.92999999999998
1151343,86.97999999999999
1151582,111.54999999999998
1156440,211.0
1159142,103.36
1164101,81.13
1164111,81.13
1166339,256.63
1166616,70.6
1166947,123.25
1171566,94.0
1171581,267.0
1171674,240.25
1171955,298.75
1174944,199.3
1177971,70.6
1178389,58.89999999999999
1180157,28.48
1180537,129.1
1182844,209.83
1183667,76.44999999999999
1185357,76.44999999999999
1186153,69.42999999999999
1189225,152.5
1189378,310.45
1196791,82.3
1203812,123.25
1209492,150.16
1209887,117.39999999999998
1210916,211.0
1212319,41.35
1213745,181.75
1213991,257.79999999999995
1215122,88.14999999999999
1221332,39.01
1221517,24.97
1221962,134.95
1223230,316.29999999999995
1231273,211.0
1232433,134.95
1235078,61.24
1240586,92.83
1252826,269.5
1256536,123.25
1258651,328.0
1260727,386.5
1263964,88.14999999999999
1264695,673.15
1264920,170.04999999999998
1281023,152.5
1281257,291.73
1286024,386.5
1290208,70.6
1291245,443.83
1291261,152.5
1291561,233.23
1292428,116.23
1294973,140.79999999999998
1297663,145.48
1301321,572.6600000000001
1302684,105.7
1303515,140.79999999999998
1303850,86.97999999999999
1304181,35.5
1305346,146.64999999999998
1306749,146.64999999999998
1306966,181.75
1307095,104.53
1307723,152.5
1308308,443.83
1313593,521.05
1323349,328.0
1325472,72.94
1325911,146.64999999999998
1329559,88.14999999999999
1331231,386.5
1334633,181.75
1335036,269.5
1336223,85.80999999999999
1336230,85.80999999999999
1336390,209.83
1337148,123.25
1338362,123.25
1340982,174.73
1342515,48.36999999999999
1347204,199.3
1348118,193.45
1349237,76.44999999999999
1352657,304.6
1354775,269.5
1356710,209.83
1360781,234.4
1360932,117.39999999999998
1361428,99.85
1365028,287.04999999999995
1367775,40.17999999999999
1370154,913.0
1371957,92.83
1377134,117.39999999999998
1377320,174.73
1377820,187.6
1380326,106.87
1382158,82.3
1386742,81.13
1391683,64.75
1398234,230.89
1399187,164.2
1399448,281.2
1403635,64.75
1403870,211.0
1408914,211.0
1410197,117.39999999999998
1411583,117.39999999999998
1411811,222.7
1416631,105.7
1421933,82.3
1426529,88.14999999999999
1428648,105.7
1430650,92.83
1431246,94.0
1437044,292.9
1438369,164.2
1438870,53.05
1440363,123.25
1444400,108.04
1446483,140.79999999999998
1448703,1627.0000000000002
1455804,181.75
1456352,185.26
1461721,41.35
1465446,181.75
1467392,47.19999999999999
1469955,152.5
1472002,92.83
1474980,62.41
1475084,186.43
1476484,326.83
1478946,91.66
1479113,34.33
1479283,89.32
1480002,123.25
1484310,117.39999999999998
1489426,433.3
1497024,94.0
1499635,679.0
1506985,234.4
1507845,163.03
1512006,326.83
1515692,301.0
1524017,140.79999999999998
1524895,138.45999999999998
1526741,57.72999999999999
1530386,291.73
1530919,152.5
1551044,181.75
1555919,159.51999999999998
1559912,69.42999999999999
1560339,98.68
1564553,70.6
1567225,620.5
1570204,209.83
1573068,123.25
1578103,92.83
1582540,82.3
1583335,386.5
1583653,123.25
1586935,269.5
1588221,328.0
1589715,117.39999999999998
1593444,257.79999999999995
1596314,61.24
1598785,181.75
1604489,322.15
1609672,92.83
1615764,445.0
1617443,76.44999999999999
1620248,0.0
1623431,268.33
1628564,69.42999999999999
1630572,203.98
1631845,152.5
1633420,70.6
1635088,158.35
1635672,152.5
1640995,140.79999999999998
1649957,123.25
1654551,211.0
1654738,70.6
1655550,193.45
1655880,335.00000000000006
1656539,139.63
1656585,241.42
1657110,205.15
1664209,298.75
1664614,339.7
1664716,146.64999999999998
1669250,98.68
1670517,269.5
1672977,205.15
1673040,386.5
1682258,211.0
1682282,82.3
1683227,234.4
1688914,105.7
1691798,268.33
1695731,41.35
1696050,60.06999999999999
1700471,47.19999999999999
1701981,211.0
1704560,117.39999999999998
1704798,65.91999999999999
1706997,181.75
1708771,70.6
1716640,64.75
1717149,491.8
1725295,76.44999999999999
1729286,46.03
1730937,116.23
1731365,490.63
1731969,92.83
1738513,187.6
1740311,328.0
1741622,82.3
1741745,88.14999999999999
1742610,120.91
1742654,211.0
1745658,281.2
1747405,78.78999999999999
1748189,209.83
1750248,82.3
1752112,445.0
1752206,211.0
1759462,186.43
1759526,82.3
1763736,112.72
1763956,70.6
1766846,105.7
1771965,211.0
1776732,433.3
1777007,41.35
1780748,144.31
1781052,269.5
1781786,152.5
1782872,192.28
1785187,94.0
1788989,240.25
1789715,209.83
1793091,181.75
1793411,209.83
1798210,152.5
1803165,911.83
1805261,532.75
1809547,64.75
1810640,140.79999999999998
1811446,82.3
1812111,70.6
1813829,47.19999999999999
1814010,181.75
1815211,193.45
1818411,509.35
1820858,165.36999999999998
1820931,92.83
1824808,205.15
1826701,53.05
1827723,445.0
1828063,181.75
1831227,151.32999999999998
1834738,328.0
1839231,152.5
1839818,139.63
1841356,82.3
1843034,322.15
1843955,304.6
1844088,228.55
1844792,129.1
1846528,97.51
1847096,174.73
1847261,257.79999999999995
1855846,152.5
1856027,88.14999999999999
1856261,82.3
1856803,240.25
1856914,257.79999999999995
1859901,152.5
1860838,28.48
1861281,505.0
1864061,591.25
1864757,679.0
1865884,139.63
1866051,211.0
1869432,221.53
1871261,82.3
1871311,211.0
1873531,146.64999999999998
1876811,209.83
1877255,76.44999999999999
1878642,205.15
1878692,179.41
1881586,240.25
1881846,129.1
1884398,268.33
1885826,123.25
1886240,263.65
1887291,164.2
1891017,211.0
1892319,75.28
1895196,92.83
1897001,443.83
1900780,268.33
1903249,64.75
1906993,243.76
1908767,116.23
1908852,198.13
1908986,386.5
1911641,181.75
1914231,140.79999999999998
1914461,82.3
1914759,240.25
1919647,205.15
1919766,47.19999999999999
1925519,70.6
1928556,140.79999999999998
1928961,29.65
1929540,181.75
1931341,23.8
1932094,76.44999999999999
1932110,181.75
1932491,99.85
1935109,268.33
1935826,82.3
1937323,152.5
1939106,178.23999999999998
1940534,37.84
1941094,35.5
1941439,76.44999999999999
1945115,82.3
1947400,211.0
1950318,211.0
1950588,211.0
1952271,129.1
1954429,152.5
1954450,152.5
1954495,94.0
1954653,205.15
1955844,270.67
1956726,147.82
1959024,560.8299999999999
1961361,96.34
1961937,117.39999999999998
1965103,175.89999999999998
1965712,251.95
1965766,151.32999999999998
1971200,92.83
1973889,101.02
1974700,269.5
1975069,152.5
1975999,198.13
1976123,606.6600000000001
1977888,117.39999999999998
1979127,538.5999999999999
1979506,94.0
1979579,328.0
1980179,143.14
1983188,70.6
1983466,78.78999999999999
1983531,503.5
1984390,298.75
1987949,146.64999999999998
1988823,181.75
1989731,137.29
1989838,437.00000000000006
1989972,77.61999999999999
1994398,380.65
1994548,152.5
1997487,269.5
2003180,240.25
2003807,267.0
2011692,88.14999999999999
2012104,41.35
2012368,113.89
2013807,198.13
2014701,152.5
2017012,971.5
2019927,111.54999999999998
2021742,163.03
2022728,22.629999999999995
2022920,269.5
2022958,269.5
2023357,117.39999999999998
2023577,99.85
2026869,117.39999999999998
2028272,351.4
2028625,328.0
2028677,111.54999999999998
2031495,94.0
2033846,88.14999999999999
2037632,140.79999999999998
2037951,562.0
2041041,70.6
2043060,439.15
2043329,94.0
2045097,94.0
2046007,91.66
2046789,380.65
2050406,269.5
2050993,386.5
2054899,267.0
2055050,123.25
2055303,146.64999999999998
2055467,152.5
2056307,111.54999999999998
2057295,105.7
2057403,209.83
2057480,295.24
2057553,64.75
2057595,57.72999999999999
2060720,101.02
2060768,913.0
2061367,94.0
2061811,117.39999999999998
2063587,64.75
2066165,29.65
2067166,64.75
2067688,69.42999999999999
2070290,677.8299999999999
2071420,209.83
2071873,181.75
2074653,94.0
2075377,181.75
2076101,70.6
2081394,199.3
2081850,152.5
2083749,152.5
2084817,126.76
2085632,326.83
2086647,174.73
2087226,104.53
2087970,256.63
2089712,116.23
2089745,234.4
2092611,152.5
2093064,139.63
2094213,275.35
2096581,186.43
2100174,152.5
2100887,415.75
2101349,152.5
2101710,181.75
2102571,140.79999999999998
2103480,632.1999999999999
2104588,257.79999999999995
2105180,81.13
2106662,159.51999999999998
2106706,117.39999999999998
2107372,445.0
2108237,328.0
2111336,41.35
2113934,76.44999999999999
2116059,94.0
2116940,146.64999999999998
2118102,211.0
2119216,70.6
2120619,211.0
2122613,357.25
2123731,187.6
2124536,420.43
2127713,91.66
2127767,269.5
2134052,82.3
2134697,187.6
2135116,105.7
2135754,222.7
2137111,240.25
2138787,49.53999999999999
2141470,123.25
2141635,101.02
2141975,76.44999999999999
2142130,239.08
2145599,134.95
2145620,90.49
2145759,57.72999999999999
2149184,1030.0
2149854,228.55
2150328,971.5
2150727,607.0
2151106,331.51
2151259,854.5
2156111,129.1
2158171,649.75
2163602,677.8299999999999
2164631,92.83
2165107,94.0
2165933,211.0
2168268,47.19999999999999
2169765,607.0
2181941,108.04
2183423,170.04999999999998
2185668,70.6
2186138,1088.5
2186699,164.2
2187847,328.0
2189742,34.33
2191591,766.75
2191612,152.5
2193027,328.0
2193649,69.42999999999999
2193902,240.25
2194382,328.0
2197283,70.6
2197401,82.3
2198970,41.35
2201154,220.36
2203154,187.6
2206311,140.79999999999998
2208545,164.2
2208567,129.1
2209460,105.7
2209835,152.5
2210041,151.32999999999998
2210088,1030.0
2210615,228.55
2210663,158.35
2214323,269.5
2214831,92.83
2214978,439.15
2217342,193.45
2217398,437.00000000000006
2219294,47.19999999999999
2220959,853.3299999999999
2221852,41.35
2222428,267.0
2222641,170.04999999999998
2223082,310.45
2223247,234.4
2224896,1287.0
2227377,737.5
2228296,854.5
2230982,267.0
2234100,12.099999999999994
2237063,99.85
2237851,468.4
2237981,269.5
2238435,94.0
2240661,187.6
2243180,421.6
2243699,1712.0000000000002
2243962,123.25
2243984,437.00000000000006
2246112,105.7
2248580,267.0
2249878,415.75
2249928,267.0
2250170,437.00000000000006
2250372,454.0
2250790,81.13
2251009,127.92999999999998
2252844,562.0
2253949,269.5
2254388,181.75
2254469,445.0
2255005,94.0
2255501,55.39
2255549,235.57
2257080,386.5
2259331,474.25
2259719,211.0
2260274,352.00000000000006
2261018,181.75
2262868,152.5
2263265,71.77
2268845,445.0
2272739,209.83
2272872,439.15
2273019,152.5
2274084,862.0000000000001
2274268,82.3
2276065,437.00000000000006
2276383,777.0000000000001
2277707,386.5
2281142,1202.0
2281147,269.5
2283143,913.0
2284454,471.0
2285355,854.5
2285444,94.0
2289612,105.7
2292275,134.95
2292366,64.75
2294663,913.0
2297192,267.0
2297951,58.89999999999999
2299633,1117.75
2303436,234.4
2303583,152.5
2309363,737.5
2309559,386.5
2309873,240.25
2310008,64.75
2310445,152.5
2310542,209.83
2314392,211.0
2318126,47.19999999999999
2319588,129.1
2320028,111.54999999999998
2320581,134.95
2322189,328.0
2331148,187.6
2332284,23.8
2334411,76.44999999999999
2339096,58.89999999999999
2356082,211.0
2359340,269.5
2368214,47.19999999999999
2371794,152.5
2373238,211.0
2376206,94.0
2377514,205.15
2392051,445.0
2392814,64.75
2396867,23.8
2405505,445.0
2407196,91.66
2410620,193.45
2410819,123.25
2416016,111.54999999999998
2417098,186.43
2419574,122.07999999999998
2422991,163.03
2425871,562.0
2430828,108.04
2431784,234.4
2435621,205.15
2438181,53.05
2440173,120.91
2447298,737.5
2447460,123.25
2447868,47.19999999999999
2451110,303.43
2451438,70.6
2451647,75.28
2454507,129.1
2457755,152.5
2459587,187.6
2461439,132.61
2464679,92.83
2465699,61.24
2467087,269.5
2467680,211.0
2471725,122.07999999999998
2473611,84.63999999999999
2473861,181.75
2478825,445.0
2479193,154.83999999999995
2487073,174.73
2488022,47.19999999999999
2488227,187.6
2493039,116.23
2493176,141.97
2500087,152.5
2508745,94.0
2509617,679.0
2514689,443.83
2514760,146.64999999999998
2517989,146.64999999999998
2518907,263.65
2519112,151.32999999999998
2519879,105.7
2524058,164.2
2524947,181.75
2525956,127.92999999999998
2530057,92.83
2531865,222.7
2532068,53.05
2536005,83.47
2538248,122.07999999999998
2539759,211.0
2547198,152.5
2552606,92.83
2554110,129.1
2554749,104.53
2557654,64.75
2559129,88.14999999999999
2563440,56.56
2563611,98.68
2570561,82.3
2571283,209.83
2574386,298.75
2577467,152.5
2586484,76.44999999999999
2599963,92.83
2606370,503.5
2607741,113.89
2608217,152.5
2611765,146.64999999999998
2612035,82.3
2613864,82.3
2619549,146.64999999999998
2620068,113.89
2626457,70.6
2634963,316.29999999999995
2636532,143.14
2636534,99.85
2636643,94.0
2636731,96.34
2651125,164.2
2652865,163.03
2653186,82.3
2657689,94.0
2658325,70.6
2659183,709.0
2659961,211.0
2663296,211.0
2669352,474.25
2671737,53.05
2674267,104.53
2683387,140.79999999999998
2687375,58.89999999999999
2687606,187.6
2695367,76.44999999999999
2695469,92.83
2700596,76.44999999999999
2702351,82.3
2707194,129.1
2707824,88.14999999999999
2711082,140.79999999999998
2722693,269.5
2723554,105.7
2728293,82.3
2735650,140.79999999999998
2739420,94.0
2739884,198.13
2744185,181.75
2748064,211.0
2754006,88.14999999999999
2754179,113.89
2755909,46.03
2756159,76.44999999999999
2763206,68.25999999999999
2764516,152.5
2774934,58.89999999999999
2775553,158.35
2783468,152.5
2786015,105.7
2791446,232.06
2791688,480.1
2791797,117.39999999999998
2793630,117.39999999999998
2793740,269.5
2793834,211.0
2803013,198.13
2804557,94.0
2806791,39.01
2817967,99.85
2821079,211.0
2821294,22.629999999999995
2823023,211.0
2831424,94.0
2833998,41.35
2835159,257.79999999999995
2835711,152.5
2838061,326.83
2856036,193.45
2856770,737.5
2858010,106.87
2862900,92.83
2863408,97.51
2863589,104.53
2870840,61.24
2872353,116.23
2875923,64.75
2879157,123.25
2882666,152.5
2887761,427.45
2888877,187.6
2889781,129.1
2895820,109.20999999999998
2897714,269.5
2909006,357.25
2918732,211.0
2924528,78.78999999999999
2924588,105.7
2931595,269.5
2931859,129.1
2933772,257.79999999999995
2935456,205.15
2936192,117.39999999999998
2940007,211.0
2941297,240.25
2954785,174.73
